janeiro, 2020;  fevereiro, 2020;  março, 2020;  abril, 2020;  maio, 2020;  junho, 2020;  julho, 2020;  agosto, 2020;  setembro, 2020;  outubro, 2020;  novembro, 2020;  dezembro, 2020;  janeiro, 2021
5;9;47;337;337;320;303;221;176;137;145;88;22
